payment_id,expected_status,violation_types,primary_violation_types,downstream_violation_types,expected_verified_loss,notes
PAY_PROD_000693,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T23:56:00, due 2026-09-04T23:56:00, settled 2026-09-07T14:21:00 (1 business days late)."
PAY_PROD_000694,PASS,,,,0.00,
PAY_PROD_000695,PASS,,,,0.00,
PAY_PROD_000696,PASS,,,,0.00,
PAY_PROD_000697,PASS,,,,0.00,
PAY_PROD_000698,PASS,,,,0.00,
PAY_PROD_000699,VIOLATION,DUPLICATE_CHARGEBACK_FEE,DUPLICATE_CHARGEBACK_FEE,,250.00,
PAY_PROD_000700,PASS,,,,0.00,
PAY_PROD_000701,PASS,,,,0.00,
PAY_PROD_000702,PASS,,,,0.00,
PAY_PROD_000703,PASS,,,,0.00,
PAY_PROD_000704,PASS,,,,0.00,
PAY_PROD_000705,PASS,,,,0.00,
PAY_PROD_000706,PASS,,,,0.00,
PAY_PROD_000707,PASS,,,,0.00,
PAY_PROD_000708,PASS,,,,0.00,
PAY_PROD_000709,PASS,,,,0.00,
PAY_PROD_000710,PASS,,,,0.00,
PAY_PROD_000711,PASS,,,,0.00,
PAY_PROD_000712,PASS,,,,0.00,
PAY_PROD_000713,PASS,,,,0.00,
PAY_PROD_000714,PASS,,,,0.00,
PAY_PROD_000715,PASS,,,,0.00,
PAY_PROD_000716,PASS,,,,0.00,
PAY_PROD_000717,PASS,,,,0.00,
PAY_PROD_000718,PASS,,,,0.00,
PAY_PROD_000719,PASS,,,,0.00,
PAY_PROD_000720,PASS,,,,0.00,
PAY_PROD_000721,PASS,,,,0.00,
PAY_PROD_000722,PASS,,,,0.00,
PAY_PROD_000723,PASS,,,,0.00,
PAY_PROD_000724,PASS,,,,0.00,
PAY_PROD_000725,PASS,,,,0.00,
PAY_PROD_000726,PASS,,,,0.00,
PAY_PROD_000727,PASS,,,,0.00,
PAY_PROD_000728,PASS,,,,0.00,
PAY_PROD_000729,PASS,,,,0.00,
PAY_PROD_000730,PASS,,,,0.00,
PAY_PROD_000731,PASS,,,,0.00,
PAY_PROD_000732,PASS,,,,0.00,
PAY_PROD_000733,PASS,,,,0.00,
PAY_PROD_000734,PASS,,,,0.00,
PAY_PROD_000735,PASS,,,,0.00,
PAY_PROD_000736,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000737,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000738,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000739,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000740,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000741,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000742,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000743,PASS,,,,0.00,
PAY_PROD_000744,PASS,,,,0.00,
PAY_PROD_000745,PASS,,,,0.00,
PAY_PROD_000746,PASS,,,,0.00,
PAY_PROD_000747,PASS,,,,0.00,
PAY_PROD_000748,PASS,,,,0.00,
PAY_PROD_000749,PASS,,,,0.00,
PAY_PROD_000750,PASS,,,,0.00,
PAY_PROD_000751,PASS,,,,0.00,
PAY_PROD_000752,PASS,,,,0.00,
PAY_PROD_000753,PASS,,,,0.00,
PAY_PROD_000754,PASS,,,,0.00,
PAY_PROD_000755,PASS,,,,0.00,
PAY_PROD_000756,PASS,,,,0.00,
PAY_PROD_000757,PASS,,,,0.00,
PAY_PROD_000758,PASS,,,,0.00,
PAY_PROD_000759,PASS,,,,0.00,
PAY_PROD_000760,PASS,,,,0.00,
PAY_PROD_000761,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T20:23:00, due 2026-09-07T20:23:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000762,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T20:39:00, due 2026-09-07T20:39:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000763,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T21:01:00, due 2026-09-07T21:01:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000764,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T21:13:00, due 2026-09-07T21:13:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000765,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,
PAY_PROD_000766,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T21:55:00, due 2026-09-07T21:55:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000767,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T22:09:00, due 2026-09-07T22:09:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000768,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T22:25:00, due 2026-09-07T22:25:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000769,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T22:44:00, due 2026-09-07T22:44:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000770,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T23:06:00, due 2026-09-07T23:06:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000771,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T23:18:00, due 2026-09-07T23:18:00, settled 2026-09-10T14:19:00 (3 business days late)."
PAY_PROD_000772,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-03T23:41:00, due 2026-09-07T23:41:00, settled 2026-09-08T14:44:00 (1 business days late)."
PAY_PROD_000773,PASS,,,,0.00,
PAY_PROD_000774,PASS,,,,0.00,
PAY_PROD_000775,PASS,,,,0.00,
PAY_PROD_000776,PASS,,,,0.00,
PAY_PROD_000777,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,0.47,
PAY_PROD_000778,PASS,,,,0.00,
PAY_PROD_000779,PASS,,,,0.00,
PAY_PROD_000780,PASS,,,,0.00,
PAY_PROD_000781,PASS,,,,0.00,
PAY_PROD_000782,PASS,,,,0.00,
PAY_PROD_000783,PASS,,,,0.00,
PAY_PROD_000784,PASS,,,,0.00,
PAY_PROD_000785,PASS,,,,0.00,
PAY_PROD_000786,PASS,,,,0.00,
PAY_PROD_000787,PASS,,,,0.00,
PAY_PROD_000788,PASS,,,,0.00,
PAY_PROD_000789,PASS,,,,0.00,
PAY_PROD_000790,PASS,,,,0.00,
PAY_PROD_000791,PASS,,,,0.00,
PAY_PROD_000792,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-04T05:41:00, due 2026-09-08T05:41:00, settled 2026-09-11T14:04:00 (3 business days late)."
PAY_PROD_000793,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-04T05:58:00, due 2026-09-08T05:58:00, settled 2026-09-11T14:04:00 (3 business days late)."
PAY_PROD_000794,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,9.90,"SLA proven from raw records: captured 2026-09-04T06:21:00, due 2026-09-08T06:21:00, settled 2026-09-11T14:04:00 (3 business days late)."
PAY_PROD_000795,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-04T06:37:00, due 2026-09-08T06:37:00, settled 2026-09-11T14:04:00 (3 business days late)."
PAY_PROD_000796,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-04T06:52:00, due 2026-09-08T06:52:00, settled 2026-09-11T14:04:00 (3 business days late)."
PAY_PROD_000797,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-04T07:06:00, due 2026-09-08T07:06:00, settled 2026-09-11T14:04:00 (3 business days late)."
PAY_PROD_000798,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,
PAY_PROD_000799,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-04T07:52:00, due 2026-09-08T07:52:00, settled 2026-09-11T14:04:00 (3 business days late)."
PAY_PROD_000800,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-04T08:00:00, due 2026-09-08T08:00:00, settled 2026-09-11T14:04:00 (3 business days late)."
PAY_PROD_000801,VIOLATION,DUPLICATE_REFUND_DEDUCTION,DUPLICATE_REFUND_DEDUCTION,,159.80,
PAY_PROD_000802,PASS,,,,0.00,
PAY_PROD_000803,PASS,,,,0.00,
PAY_PROD_000804,PASS,,,,0.00,
PAY_PROD_000805,PASS,,,,0.00,
PAY_PROD_000806,PASS,,,,0.00,
PAY_PROD_000807,PASS,,,,0.00,
PAY_PROD_000808,PASS,,,,0.00,
PAY_PROD_000809,PASS,,,,0.00,
PAY_PROD_000810,PASS,,,,0.00,
PAY_PROD_000811,PASS,,,,0.00,
PAY_PROD_000812,PASS,,,,0.00,
PAY_PROD_000813,PASS,,,,0.00,
PAY_PROD_000814,PASS,,,,0.00,
PAY_PROD_000815,PASS,,,,0.00,
PAY_PROD_000816,PASS,,,,0.00,
PAY_PROD_000817,PASS,,,,0.00,
PAY_PROD_000818,PASS,,,,0.00,
PAY_PROD_000819,PASS,,,,0.00,
PAY_PROD_000820,PASS,,,,0.00,
PAY_PROD_000821,PASS,,,,0.00,
PAY_PROD_000822,PASS,,,,0.00,
PAY_PROD_000823,PASS,,,,0.00,
PAY_PROD_000824,PASS,,,,0.00,
PAY_PROD_000825,PASS,,,,0.00,
PAY_PROD_000826,PASS,,,,0.00,
PAY_PROD_000827,PASS,,,,0.00,
PAY_PROD_000828,PASS,,,,0.00,
PAY_PROD_000829,PASS,,,,0.00,
PAY_PROD_000830,PASS,,,,0.00,
PAY_PROD_000831,PASS,,,,0.00,
PAY_PROD_000832,PASS,,,,0.00,
PAY_PROD_000833,PASS,,,,0.00,
PAY_PROD_000834,PASS,,,,0.00,
PAY_PROD_000835,PASS,,,,0.00,
PAY_PROD_000836,PASS,,,,0.00,
PAY_PROD_000837,PASS,,,,0.00,
PAY_PROD_000838,PASS,,,,0.00,
PAY_PROD_000839,PASS,,,,0.00,
PAY_PROD_000840,PASS,,,,0.00,
PAY_PROD_000841,PASS,,,,0.00,
PAY_PROD_000842,PASS,,,,0.00,
PAY_PROD_000843,PASS,,,,0.00,
PAY_PROD_000844,PASS,,,,0.00,
PAY_PROD_000845,PASS,,,,0.00,
PAY_PROD_000846,PASS,,,,0.00,
PAY_PROD_000847,PASS,,,,0.00,
PAY_PROD_000848,PASS,,,,0.00,
PAY_PROD_000849,PASS,,,,0.00,
PAY_PROD_000850,PASS,,,,0.00,
PAY_PROD_000851,PASS,,,,0.00,
PAY_PROD_000852,PASS,,,,0.00,
PAY_PROD_000853,PASS,,,,0.00,
PAY_PROD_000854,PASS,,,,0.00,
PAY_PROD_000855,PASS,,,,0.00,
PAY_PROD_000856,PASS,,,,0.00,
PAY_PROD_000857,PASS,,,,0.00,
PAY_PROD_000858,PASS,,,,0.00,
PAY_PROD_000859,PASS,,,,0.00,
PAY_PROD_000860,PASS,,,,0.00,
PAY_PROD_000861,PASS,,,,0.00,
PAY_PROD_000862,PASS,,,,0.00,
PAY_PROD_000863,PASS,,,,0.00,
PAY_PROD_000864,VIOLATION,GST_ON_FEE,GST_ON_FEE,,0.66,
PAY_PROD_000865,PASS,,,,0.00,
PAY_PROD_000866,PASS,,,,0.00,
PAY_PROD_000867,PASS,,,,0.00,
PAY_PROD_000868,PASS,,,,0.00,
PAY_PROD_000869,VIOLATION,GST_ON_FEE,GST_ON_FEE,,13.20,
PAY_PROD_000870,PASS,,,,0.00,
PAY_PROD_000871,PASS,,,,0.00,
PAY_PROD_000872,PASS,,,,0.00,
PAY_PROD_000873,PASS,,,,0.00,
PAY_PROD_000874,PASS,,,,0.00,
PAY_PROD_000875,PASS,,,,0.00,
PAY_PROD_000876,PASS,,,,0.00,
PAY_PROD_000877,PASS,,,,0.00,
PAY_PROD_000878,PASS,,,,0.00,
PAY_PROD_000879,PASS,,,,0.00,
PAY_PROD_000880,PASS,,,,0.00,
PAY_PROD_000881,PASS,,,,0.00,
PAY_PROD_000882,PASS,,,,0.00,
PAY_PROD_000883,VIOLATION,UNSUPPORTED_FEE,UNSUPPORTED_FEE,,149.00,
PAY_PROD_000884,PASS,,,,0.00,
PAY_PROD_000885,PASS,,,,0.00,
PAY_PROD_000886,PASS,,,,0.00,
PAY_PROD_000887,PASS,,,,0.00,
PAY_PROD_000888,PASS,,,,0.00,
PAY_PROD_000889,PASS,,,,0.00,
PAY_PROD_000890,PASS,,,,0.00,
PAY_PROD_000891,PASS,,,,0.00,
PAY_PROD_000892,PASS,,,,0.00,
PAY_PROD_000893,PASS,,,,0.00,
PAY_PROD_000894,PASS,,,,0.00,
PAY_PROD_000895,PASS,,,,0.00,
PAY_PROD_000896,VIOLATION,GST_ON_FEE,GST_ON_FEE,,1.32,
PAY_PROD_000897,PASS,,,,0.00,
PAY_PROD_000898,PASS,,,,0.00,
PAY_PROD_000899,PASS,,,,0.00,
PAY_PROD_000900,PASS,,,,0.00,
PAY_PROD_000901,PASS,,,,0.00,
PAY_PROD_000902,PASS,,,,0.00,
PAY_PROD_000903,PASS,,,,0.00,
PAY_PROD_000904,PASS,,,,0.00,
PAY_PROD_000905,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T15:38:00, due 2026-09-08T15:38:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000906,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T15:55:00, due 2026-09-08T15:55:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000907,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T16:08:00, due 2026-09-08T16:08:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000908,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T16:28:00, due 2026-09-08T16:28:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000909,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T16:50:00, due 2026-09-08T16:50:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000910,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T17:02:00, due 2026-09-08T17:02:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000911,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T17:24:00, due 2026-09-08T17:24:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000912,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,
PAY_PROD_000913,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T17:58:00, due 2026-09-08T17:58:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000914,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T18:17:00, due 2026-09-08T18:17:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000915,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-05T18:33:00, due 2026-09-08T18:33:00, settled 2026-09-11T14:43:00 (3 business days late)."
PAY_PROD_000916,PASS,,,,0.00,
PAY_PROD_000917,PASS,,,,0.00,
PAY_PROD_000918,PASS,,,,0.00,
PAY_PROD_000919,PASS,,,,0.00,
PAY_PROD_000920,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,29.50,
PAY_PROD_000921,PASS,,,,0.00,
PAY_PROD_000922,PASS,,,,0.00,
PAY_PROD_000923,PASS,,,,0.00,
PAY_PROD_000924,PASS,,,,0.00,
PAY_PROD_000925,PASS,,,,0.00,
PAY_PROD_000926,PASS,,,,0.00,
PAY_PROD_000927,PASS,,,,0.00,
PAY_PROD_000928,PASS,,,,0.00,
PAY_PROD_000929,PASS,,,,0.00,
PAY_PROD_000930,PASS,,,,0.00,
PAY_PROD_000931,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000932,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000933,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000934,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000935,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000936,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000937,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000938,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000939,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000940,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000941,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000942,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000943,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000944,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000945,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000946,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000947,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000948,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000949,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000950,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000951,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000952,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000953,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000954,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000955,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000956,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000957,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000958,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000959,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000960,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000961,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000962,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000963,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000964,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000965,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000966,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000967,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000968,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000969,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000970,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000971,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000972,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000973,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000974,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000975,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000976,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000977,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000978,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000979,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000980,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000981,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000982,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000983,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000984,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000985,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000986,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000987,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000988,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000989,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000990,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000991,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000992,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000993,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000994,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000995,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000996,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000997,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000998,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_000999,PASS,,,,0.00,Failed payment; should not appear in settlement.
PAY_PROD_001000,PASS,,,,0.00,Failed payment; should not appear in settlement.
