payment_id,expected_status,violation_types,primary_violation_types,downstream_violation_types,expected_verified_loss,clause_refs,notes
PAY_CLAUSE_000328,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000329,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000330,PASS,,,,0.00,,
PAY_CLAUSE_000331,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,2.36,4.2;4.3;6.1,Pre-amendment MDR overcharge; GST downstream of excessive fee. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000332,PASS,,,,0.00,,
PAY_CLAUSE_000333,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000334,PASS,,,,0.00,,
PAY_CLAUSE_000335,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000336,PASS,,,,0.00,,
PAY_CLAUSE_000337,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000338,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000339,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000340,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000341,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000342,PASS,,,,0.00,,
PAY_CLAUSE_000343,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000344,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000345,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000346,VIOLATION,CHARGEBACK_FEE_OVERCHARGE;SETTLEMENT_SLA,CHARGEBACK_FEE_OVERCHARGE;SETTLEMENT_SLA,,250.00,4.7;6.1;7.4,Chargeback administration fee is INR 500 instead of permitted INR 250. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000347,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000348,PASS,,,,0.00,,
PAY_CLAUSE_000349,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000350,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000351,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000352,PASS,,,,0.00,,
PAY_CLAUSE_000353,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000354,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000355,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000356,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000357,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000358,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000359,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000360,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000361,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000362,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000363,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000364,PASS,,,,0.00,,
PAY_CLAUSE_000365,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000366,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000367,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000368,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000369,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000370,PASS,,,,0.00,,
PAY_CLAUSE_000371,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000372,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000373,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000374,PASS,,,,0.00,,
PAY_CLAUSE_000375,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000376,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000377,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000378,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000379,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000380,PASS,,,,0.00,,
PAY_CLAUSE_000381,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000382,PASS,,,,0.00,,
PAY_CLAUSE_000383,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000384,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000385,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000386,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000387,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,INR 0.01 rounding/tolerance edge; expected to pass. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000388,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000389,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000390,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000391,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000392,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000393,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000394,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000395,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000396,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000397,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000398,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000399,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000400,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000401,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000402,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000403,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000404,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000405,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000406,PASS,,,,0.00,,
PAY_CLAUSE_000407,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000408,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000409,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000410,PASS,,,,0.00,,
PAY_CLAUSE_000411,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,0.71,4.2;4.3;6.1,Pre-amendment MDR overcharge; GST downstream of excessive fee. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000412,PASS,,,,0.00,,
PAY_CLAUSE_000413,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000414,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000415,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000416,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000417,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000418,PASS,,,,0.00,,
PAY_CLAUSE_000419,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000420,VIOLATION,DUPLICATE_REFUND_DEDUCTION;SETTLEMENT_SLA,DUPLICATE_REFUND_DEDUCTION;SETTLEMENT_SLA,,749.95,6.1;7.2,Refund principal deducted twice. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000421,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000422,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000423,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000424,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000425,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000426,PASS,,,,0.00,,
PAY_CLAUSE_000427,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000428,VIOLATION,CHARGEBACK_FEE_OVERCHARGE;SETTLEMENT_SLA,CHARGEBACK_FEE_OVERCHARGE;SETTLEMENT_SLA,,250.00,4.7;6.1;7.4,Chargeback administration fee is INR 500 instead of permitted INR 250. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000429,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000430,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000431,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000432,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000433,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000434,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000435,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000436,VIOLATION,SETTLEMENT_BANK_ARITHMETIC,SETTLEMENT_BANK_ARITHMETIC,,0.00,6.2,Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000437,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000438,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000439,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000440,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000441,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000442,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000443,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000444,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000445,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000446,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,1.32,4.3;6.1,GST calculated at 22% of approved fee instead of 18%. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000447,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000448,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000449,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000450,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000451,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000452,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000453,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000454,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000455,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000456,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000457,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000458,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000459,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000460,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000461,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000462,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000463,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000464,PASS,,,,0.00,,
PAY_CLAUSE_000465,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000466,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000467,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000468,PASS,,,,0.00,,INR 0.01 rounding/tolerance edge; expected to pass.
PAY_CLAUSE_000469,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000470,VIOLATION,DUPLICATE_REFUND_DEDUCTION;SETTLEMENT_SLA,DUPLICATE_REFUND_DEDUCTION;SETTLEMENT_SLA,,320.00,6.1;7.2,Refund principal deducted twice. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000471,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000472,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000473,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000474,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000475,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000476,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000477,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000478,PASS,,,,0.00,,
PAY_CLAUSE_000479,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000480,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000481,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000482,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,23.60,4.3;6.1;A1.2,Post-amendment MDR exceeds approved 1.65%; GST downstream. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000483,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000484,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000485,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000486,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000487,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000488,PASS,,,,0.00,,
PAY_CLAUSE_000489,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000490,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000491,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000492,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,5.90,4.3;6.1;A1.2,Post-amendment MDR exceeds approved 1.65%; GST downstream. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000493,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000494,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000495,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000496,PASS,,,,0.00,,
PAY_CLAUSE_000497,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000498,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000499,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,1.89,4.2;4.3;6.1,Pre-amendment MDR overcharge; GST downstream of excessive fee. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000500,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
